"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","2/411","41/5021",0.860715340463068,0.983718062018305,0.893228340546674,"TACSTD2/AGT",2
"GO:0051960","GO:0051960","regulation of nervous system development","8/411","133/5021",0.863773314273122,0.986031750296039,0.895329198526879,"B2M/CLSTN1/TSPO/MDK/EIF4G2/BHLHE40/PTN/FN1",8
"GO:0044265","GO:0044265","cellular macromolecule catabolic process","29/411","420/5021",0.864018061659273,0.986031750296039,0.895329198526879,"HSP90AA1/CALR/HSP90AB1/RPL23/XBP1/HSPA5/CLU/RPL11/RPS27A/ZFP36/UBB/RPL5/YBX1/SCGB1A1/TRIR/RACK1/PABPC1/PSME1/ISG15/RPS7/UBA52/ELOB/SEC61B/CST3/ZFP36L1/CAV1/CSDE1/GPX1/HSPA1B",29
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","6/411","104/5021",0.865102213542779,0.986031750296039,0.895329198526879,"HSP90AA1/CLU/RACK1/ELOB/CAV1/HSPA1B",6
"GO:0099537","GO:0099537","trans-synaptic signaling","11/411","176/5021",0.86514899970538,0.986031750296039,0.895329198526879,"NR4A1/NPY/CLSTN1/PLAT/ARF1/CCL2/PTGS2/PTN/AGT/CHRNA2/CDH1",11
"GO:0010821","GO:0010821","regulation of mitochondrion organization","3/411","58/5021",0.865175126378926,0.986031750296039,0.895329198526879,"CLU/TSPO/GPX1",3
"GO:0046661","GO:0046661","male sex differentiation","3/411","58/5021",0.865175126378926,0.986031750296039,0.895329198526879,"FLNA/UBB/CSDE1",3
"GO:0048639","GO:0048639","positive regulation of developmental growth","3/411","58/5021",0.865175126378926,0.986031750296039,0.895329198526879,"BASP1/EIF4G2/FN1",3
"GO:0050714","GO:0050714","positive regulation of protein secretion","3/411","58/5021",0.865175126378926,0.986031750296039,0.895329198526879,"OR51E2/ARF1/HLA-DRB1",3
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","7/411","119/5021",0.866676942252241,0.986349742582934,0.895617939512429,"CLSTN1/ARF1/CCL2/PTGS2/PTN/AGT/CDH1",7
"GO:0006338","GO:0006338","chromatin remodeling","4/411","74/5021",0.866861114538531,0.986349742582934,0.895617939512429,"H1-2/ACTB/H1-0/SMARCA1",4
"GO:0098657","GO:0098657","import into cell","4/411","74/5021",0.866861114538531,0.986349742582934,0.895617939512429,"ACTB/SLC39A6/LCN2/AGT",4
"GO:0016441","GO:0016441","posttranscriptional gene silencing","2/411","42/5021",0.86973611313052,0.986349742582934,0.895617939512429,"NEAT1/ZFP36",2
"GO:0035194","GO:0035194","post-transcriptional gene silencing by RNA","2/411","42/5021",0.86973611313052,0.986349742582934,0.895617939512429,"NEAT1/ZFP36",2
"GO:0035195","GO:0035195","gene silencing by miRNA","2/411","42/5021",0.86973611313052,0.986349742582934,0.895617939512429,"NEAT1/ZFP36",2
"GO:0046328","GO:0046328","regulation of JNK cascade","2/411","42/5021",0.86973611313052,0.986349742582934,0.895617939512429,"GADD45B/CCN2",2
"GO:0070304","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","2/411","42/5021",0.86973611313052,0.986349742582934,0.895617939512429,"GADD45B/CCN2",2
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","10/411","163/5021",0.87059980479907,0.986349742582934,0.895617939512429,"CALR/HSP90AB1/HSPA5/CLU/RPL11/RACK1/ELOB/SEC61B/CAV1/HSPA1B",10
"GO:0051480","GO:0051480","regulation of cytosolic calcium ion concentration","5/411","90/5021",0.871175399298891,0.986349742582934,0.895617939512429,"YWHAE/CD24/TMBIM6/AGT/CAV1",5
"GO:0002183","GO:0002183","cytoplasmic translational initiation","1/411","24/5021",0.871849124116993,0.986349742582934,0.895617939512429,"RPL13A",1
"GO:0002753","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","1/411","24/5021",0.871849124116993,0.986349742582934,0.895617939512429,"HSPA1B",1
"GO:0006835","GO:0006835","dicarboxylic acid transport","1/411","24/5021",0.871849124116993,0.986349742582934,0.895617939512429,"SLC26A3",1
"GO:0030195","GO:0030195","negative regulation of blood coagulation","1/411","24/5021",0.871849124116993,0.986349742582934,0.895617939512429,"PLAT",1
"GO:0042158","GO:0042158","lipoprotein biosynthetic process","1/411","24/5021",0.871849124116993,0.986349742582934,0.895617939512429,"DPM3",1
"GO:0046685","GO:0046685","response to arsenic-containing substance","1/411","24/5021",0.871849124116993,0.986349742582934,0.895617939512429,"CDKN1A",1
"GO:0050435","GO:0050435","amyloid-beta metabolic process","1/411","24/5021",0.871849124116993,0.986349742582934,0.895617939512429,"CLU",1
"GO:0050854","GO:0050854","regulation of antigen receptor-mediated signaling pathway","1/411","24/5021",0.871849124116993,0.986349742582934,0.895617939512429,"RPS3",1
"GO:0051057","GO:0051057","positive regulation of small GTPase mediated signal transduction","1/411","24/5021",0.871849124116993,0.986349742582934,0.895617939512429,"COL3A1",1
"GO:0071426","GO:0071426","ribonucleoprotein complex export from nucleus","1/411","24/5021",0.871849124116993,0.986349742582934,0.895617939512429,"RPS15",1
"GO:1904036","GO:1904036","negative regulation of epithelial cell apoptotic process","1/411","24/5021",0.871849124116993,0.986349742582934,0.895617939512429,"MDK",1
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","7/411","120/5021",0.872169711943826,0.986367910958817,0.895634436625643,"CLSTN1/ARF1/CCL2/PTGS2/PTN/AGT/CDH1",7
"GO:0030177","GO:0030177","positive regulation of Wnt signaling pathway","3/411","59/5021",0.872763664983395,0.986695117236027,0.895931544029983,"RPS12/COL1A1/CAV1",3
"GO:1905475","GO:1905475","regulation of protein localization to membrane","4/411","75/5021",0.873624409670362,0.987239872039736,0.896426188225418,"ACTB/RACK1/VAMP8/PTN",4
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","5/411","91/5021",0.877232541602219,0.987239872039736,0.896426188225418,"RPS12/EGR1/MDK/COL1A1/CAV1",5
"GO:0002062","GO:0002062","chondrocyte differentiation","2/411","43/5021",0.878217819741167,0.987239872039736,0.896426188225418,"CCN2/MDK",2
"GO:0006997","GO:0006997","nucleus organization","2/411","43/5021",0.878217819741167,0.987239872039736,0.896426188225418,"RPS19/GOLM1",2
"GO:0031644","GO:0031644","regulation of nervous system process","2/411","43/5021",0.878217819741167,0.987239872039736,0.896426188225418,"ACP3/AGT",2
"GO:0046467","GO:0046467","membrane lipid biosynthetic process","2/411","43/5021",0.878217819741167,0.987239872039736,0.896426188225418,"CCN1/DPM3",2
"GO:0060402","GO:0060402","calcium ion transport into cytosol","2/411","43/5021",0.878217819741167,0.987239872039736,0.896426188225418,"TMBIM6/CAV1",2
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","3/411","60/5021",0.87997260762636,0.987239872039736,0.896426188225418,"NR4A1/MAOB/SLC44A4",3
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","3/411","60/5021",0.87997260762636,0.987239872039736,0.896426188225418,"SLC45A3/GNMT/PDK4",3
"GO:0071824","GO:0071824","protein-DNA complex subunit organization","3/411","60/5021",0.87997260762636,0.987239872039736,0.896426188225418,"H1-2/RPL23/H1-0",3
"GO:0098876","GO:0098876","vesicle-mediated transport to the plasma membrane","3/411","60/5021",0.87997260762636,0.987239872039736,0.896426188225418,"KRT18/CLSTN1/RACK1",3
"GO:0000077","GO:0000077","DNA damage checkpoint signaling","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"CDKN1A",1
"GO:0000245","GO:0000245","spliceosomal complex assembly","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"SNRPD2",1
"GO:0006493","GO:0006493","protein O-linked glycosylation","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"DPM3",1
"GO:0015909","GO:0015909","long-chain fatty acid transport","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"PLA2G2A",1
"GO:0032890","GO:0032890","regulation of organic acid transport","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"AGT",1
"GO:0035987","GO:0035987","endodermal cell differentiation","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"FN1",1
"GO:0042987","GO:0042987","amyloid precursor protein catabolic process","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"CLU",1
"GO:0045739","GO:0045739","positive regulation of DNA repair","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"RPS3",1
"GO:0048010","GO:0048010","vascular endothelial growth factor receptor signaling pathway","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"HSPB1",1
"GO:0050773","GO:0050773","regulation of dendrite development","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"PTN",1
"GO:0051205","GO:0051205","protein insertion into membrane","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"HSP90AA1",1
"GO:0060291","GO:0060291","long-term synaptic potentiation","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"PTN",1
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"CCL2",1
"GO:0070613","GO:0070613","regulation of protein processing","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"ENO1",1
"GO:0071166","GO:0071166","ribonucleoprotein complex localization","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"RPS15",1
"GO:0071300","GO:0071300","cellular response to retinoic acid","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"COL1A1",1
"GO:1900047","GO:1900047","negative regulation of hemostasis","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"PLAT",1
"GO:1903018","GO:1903018","regulation of glycoprotein metabolic process","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"CST3",1
"GO:2000249","GO:2000249","regulation of actin cytoskeleton reorganization","1/411","25/5021",0.882389450310292,0.987239872039736,0.896426188225418,"MDK",1
"GO:0019693","GO:0019693","ribose phosphate metabolic process","9/411","152/5021",0.88604473135247,0.988341310232973,0.897426307921849,"TPI1/ENO1/TMSB4X/MCCC2/ACLY/FASN/GAPDH/PDK4/ATP5F1B",9
"GO:0006022","GO:0006022","aminoglycan metabolic process","2/411","44/5021",0.886188009780549,0.988341310232973,0.897426307921849,"SPOCK2/CHPF",2
"GO:0006892","GO:0006892","post-Golgi vesicle-mediated transport","2/411","44/5021",0.886188009780549,0.988341310232973,0.897426307921849,"KRT18/RACK1",2
"GO:0032411","GO:0032411","positive regulation of transporter activity","2/411","44/5021",0.886188009780549,0.988341310232973,0.897426307921849,"TMSB4X/CCL2",2
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","2/411","44/5021",0.886188009780549,0.988341310232973,0.897426307921849,"RACK1/PTN",2
"GO:0042445","GO:0042445","hormone metabolic process","4/411","77/5021",0.886266840644466,0.988341310232973,0.897426307921849,"CYP1B1/RDH11/EGR1/TSPO",4
"GO:0090087","GO:0090087","regulation of peptide transport","4/411","77/5021",0.886266840644466,0.988341310232973,0.897426307921849,"CD74/HLA-DRB1/CA2/CHGA",4
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","3/411","61/5021",0.886816816424659,0.988341310232973,0.897426307921849,"FLNA/MDK/COL1A1",3
"GO:0006888","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","3/411","61/5021",0.886816816424659,0.988341310232973,0.897426307921849,"KDELR2/TMED9/ARF1",3
"GO:0070555","GO:0070555","response to interleukin-1","3/411","61/5021",0.886816816424659,0.988341310232973,0.897426307921849,"EGR1/LCN2/CCL2",3
"GO:1904375","GO:1904375","regulation of protein localization to cell periphery","3/411","61/5021",0.886816816424659,0.988341310232973,0.897426307921849,"ACTB/RACK1/VAMP8",3
"GO:0120036","GO:0120036","plasma membrane bounded cell projection organization","30/411","441/5021",0.887035563089611,0.988341310232973,0.897426307921849,"HSP90AA1/RPL24/HSP90AB1/HSPA5/B2M/PFN1/LGALS1/FLNA/ACTB/NPY/UBB/SDC4/TACSTD2/ABCC4/BRK1/APOD/PDLIM5/TSPO/VSTM2L/MDK/ARF1/CDC42EP5/EIF4G2/PTN/FN1/AGT/CDH1/CAV1/TPM1/CORO1B",30
"GO:0072659","GO:0072659","protein localization to plasma membrane","7/411","123/5021",0.887539289396535,0.988562502873239,0.897627153613958,"S100A10/KRT18/FLNA/ACTB/RACK1/VAMP8/CDH1",7
"GO:0000278","GO:0000278","mitotic cell cycle","15/411","238/5021",0.889596059275043,0.988595618140298,0.897657222691861,"YWHAE/RPL24/FLNA/NCAPD3/RPS6/TUBB4B/PSME1/ARF1/CCL2/CDKN1A/RHOB/DUSP1/ZFP36L1/FHL1/HSPA1B",15
"GO:0009117","GO:0009117","nucleotide metabolic process","11/411","182/5021",0.891184358277179,0.988595618140298,0.897657222691861,"TPI1/ENO1/ACP3/TMSB4X/MCCC2/ACLY/FASN/GAPDH/PDK4/GMPR/ATP5F1B",11
"GO:0030182","GO:0030182","neuron differentiation","28/411","416/5021",0.891827547123217,0.988595618140298,0.897657222691861,"HSP90AA1/RPL24/CALR/HSP90AB1/XBP1/HSPA5/B2M/LGALS1/FLNA/ACTB/NPY/UBB/SDC4/SLC44A4/APOD/PDLIM5/TSPO/VSTM2L/UQCRQ/MDK/ARF1/SMARCA1/EIF4G2/PCP4/PTN/FN1/AGT/CDH1",28
"GO:0006368","GO:0006368","transcription elongation from RNA polymerase II promoter","1/411","26/5021",0.892064777756743,0.988595618140298,0.897657222691861,"ELOB",1
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","1/411","26/5021",0.892064777756743,0.988595618140298,0.897657222691861,"DUSP1",1
"GO:0031570","GO:0031570","DNA integrity checkpoint signaling","1/411","26/5021",0.892064777756743,0.988595618140298,0.897657222691861,"CDKN1A",1
"GO:0034968","GO:0034968","histone lysine methylation","1/411","26/5021",0.892064777756743,0.988595618140298,0.897657222691861,"H1-2",1
"GO:0040029","GO:0040029","regulation of gene expression, epigenetic","1/411","26/5021",0.892064777756743,0.988595618140298,0.897657222691861,"GPX1",1
"GO:0042440","GO:0042440","pigment metabolic process","1/411","26/5021",0.892064777756743,0.988595618140298,0.897657222691861,"TSPO",1
"GO:0050819","GO:0050819","negative regulation of coagulation","1/411","26/5021",0.892064777756743,0.988595618140298,0.897657222691861,"PLAT",1
"GO:0140029","GO:0140029","exocytic process","1/411","26/5021",0.892064777756743,0.988595618140298,0.897657222691861,"VAMP8",1
"GO:1903317","GO:1903317","regulation of protein maturation","1/411","26/5021",0.892064777756743,0.988595618140298,0.897657222691861,"ENO1",1
"GO:2000351","GO:2000351","regulation of endothelial cell apoptotic process","1/411","26/5021",0.892064777756743,0.988595618140298,0.897657222691861,"CCL2",1
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","3/411","62/5021",0.893310956478792,0.988595618140298,0.897657222691861,"HSPA8/UBB/HSPB1",3
"GO:1901605","GO:1901605","alpha-amino acid metabolic process","3/411","62/5021",0.893310956478792,0.988595618140298,0.897657222691861,"ODC1/GNMT/SMS",3
"GO:0051253","GO:0051253","negative regulation of RNA metabolic process","29/411","430/5021",0.893453705131849,0.988595618140298,0.897657222691861,"RPS13/TXN/H1-2/ENO1/CALR/HSPA8/RPL23/SPDEF/FLNA/PRDX5/AEBP1/JUN/FOSB/HOXB13/ZFP36/RPL10/YBX1/H1-0/LBH/TMBIM6/SCGB1A1/PABPC1/EGR1/BASP1/BHLHE40/TXNIP/MAGEH1/YWHAQ/CAV1",29
"GO:0001938","GO:0001938","positive regulation of endothelial cell proliferation","2/411","45/5021",0.893673346685641,0.988595618140298,0.897657222691861,"NR4A1/MDK",2
"GO:0007605","GO:0007605","sensory perception of sound","2/411","45/5021",0.893673346685641,0.988595618140298,0.897657222691861,"COL1A1/GPX1",2
"GO:0034728","GO:0034728","nucleosome organization","2/411","45/5021",0.893673346685641,0.988595618140298,0.897657222691861,"H1-2/H1-0",2
"GO:0042157","GO:0042157","lipoprotein metabolic process","2/411","45/5021",0.893673346685641,0.988595618140298,0.897657222691861,"APOD/DPM3",2
"GO:0010564","GO:0010564","regulation of cell cycle process","10/411","169/5021",0.896634099052608,0.989326045595634,0.898320459984141,"CALR/CCN2/PSME1/CCL2/CDKN1A/TCIM/DUSP1/ZFP36L1/FHL1/HSPA1B",10
"GO:0099536","GO:0099536","synaptic signaling","11/411","184/5021",0.898894390239357,0.989326045595634,0.898320459984141,"NR4A1/NPY/CLSTN1/PLAT/ARF1/CCL2/PTGS2/PTN/AGT/CHRNA2/CDH1",11
"GO:0007272","GO:0007272","ensheathment of neurons","2/411","46/5021",0.900699568066679,0.989326045595634,0.898320459984141,"CLU/PTN",2
"GO:0008366","GO:0008366","axon ensheathment","2/411","46/5021",0.900699568066679,0.989326045595634,0.898320459984141,"CLU/PTN",2
"GO:0009062","GO:0009062","fatty acid catabolic process","2/411","46/5021",0.900699568066679,0.989326045595634,0.898320459984141,"FAAH/ECHS1",2
"GO:0042552","GO:0042552","myelination","2/411","46/5021",0.900699568066679,0.989326045595634,0.898320459984141,"CLU/PTN",2
"GO:0060349","GO:0060349","bone morphogenesis","2/411","46/5021",0.900699568066679,0.989326045595634,0.898320459984141,"LTF/COL1A1",2
"GO:0006304","GO:0006304","DNA modification","1/411","27/5021",0.900945934181564,0.989326045595634,0.898320459984141,"FOS",1
"GO:0006664","GO:0006664","glycolipid metabolic process","1/411","27/5021",0.900945934181564,0.989326045595634,0.898320459984141,"DPM3",1
"GO:0006984","GO:0006984","ER-nucleus signaling pathway","1/411","27/5021",0.900945934181564,0.989326045595634,0.898320459984141,"HSPA5",1
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","1/411","27/5021",0.900945934181564,0.989326045595634,0.898320459984141,"CCN2",1
"GO:0010761","GO:0010761","fibroblast migration","1/411","27/5021",0.900945934181564,0.989326045595634,0.898320459984141,"SDC4",1
"GO:0018022","GO:0018022","peptidyl-lysine methylation","1/411","27/5021",0.900945934181564,0.989326045595634,0.898320459984141,"H1-2",1
"GO:0019935","GO:0019935","cyclic-nucleotide-mediated signaling","1/411","27/5021",0.900945934181564,0.989326045595634,0.898320459984141,"OR51E2",1
"GO:0033628","GO:0033628","regulation of cell adhesion mediated by integrin","1/411","27/5021",0.900945934181564,0.989326045595634,0.898320459984141,"CYP1B1",1
"GO:0035306","GO:0035306","positive regulation of dephosphorylation","1/411","27/5021",0.900945934181564,0.989326045595634,0.898320459984141,"HSP90AB1",1
"GO:0060350","GO:0060350","endochondral bone morphogenesis","1/411","27/5021",0.900945934181564,0.989326045595634,0.898320459984141,"COL1A1",1
"GO:0060420","GO:0060420","regulation of heart growth","1/411","27/5021",0.900945934181564,0.989326045595634,0.898320459984141,"BASP1",1
"GO:0071677","GO:0071677","positive regulation of mononuclear cell migration","1/411","27/5021",0.900945934181564,0.989326045595634,0.898320459984141,"CALR",1
"GO:1902305","GO:1902305","regulation of sodium ion transmembrane transport","1/411","27/5021",0.900945934181564,0.989326045595634,0.898320459984141,"ARF1",1
"GO:1903509","GO:1903509","liposaccharide metabolic process","1/411","27/5021",0.900945934181564,0.989326045595634,0.898320459984141,"DPM3",1
